0.00017376,9.4608e-005,0.00022735
0.00018108,0.00012025,0.0002902
0.00023359,0.00014955,0.00037989
0.00022687,0.00028934,0.00025115
0.00015483,0.00024966,0.00022552
0.00015544,0.00028324,0.00019745
0.00021832,0.00024295,0.00023101
0.00019756,0.00026187,0.00026335
0.00014384,0.00025332,0.000242
0.00021954,0.0001703,0.00032376
0.00021222,0.00024356,0.00026823
0.00022199,0.00016786,0.00035366
0.00022626,0.0002753,0.00023345
0.00026961,0.00019899,0.00034206
0.00018535,0.00020388,0.00031827
0.00017498,0.00021609,0.00037196
0.00019756,0.0002228,0.00027922
0.0002519,0.00012818,0.00031583
0.00021771,0.00026737,0.00038783
0.000211,0.00015626,0.00036037
0.00021283,0.00018373,0.00041284
0.00022809,0.00017152,0.00019013
0.00015544,0.00023562,0.00032132
0.00014079,0.00028385,0.00021454
0.00021527,0.00020937,0.00037684
0.00022809,0.0001819,0.00031949
0.00018474,0.00024417,0.0002542
0.00026167,0.00013124,0.00042505
0.00014628,0.00019228,0.00035
0.00015666,0.00025638,0.0002902
0.00028731,0.00021181,0.00024688
0.0002574,0.00018495,0.00032986
0.00019634,0.00020632,0.00027067
0.00027754,0.00014955,0.00037806
0.00025434,0.00024234,0.00035854
0.00024213,0.0001294,0.00027678
0.00024457,0.00013856,0.00024261
0.00026472,0.00021304,0.0003445
0.00031112,0.00017336,0.00032132
0.00016521,0.00016481,0.00035427
0.00026472,0.00020815,0.0002902
0.00020611,0.00020876,0.00027739
0.00018963,0.00024539,0.00024993
0.00022504,0.00024173,0.00025359
0.00030318,0.00011964,0.00035061
0.00011637,9.3387e-005,0.00037196
0.00020123,0.00018801,0.00029996
0.00016887,0.00014466,0.0001944
0.00014323,0.00017397,0.00032254
0.000211,0.00019777,0.00016878
0.0001823,0.00016908,0.00033169
0.00013529,0.00018251,0.00034267
0.00018413,0.00017397,0.00031339
0.00019634,0.0001819,0.00028837
0.00031051,0.00010987,0.00027006
0.00022809,0.00019228,0.00033901
0.00013651,0.00018801,0.00036281
0.00021405,0.00018129,0.00028349
0.00022809,0.00019045,0.00032071
0.00019573,0.00019594,0.00035793
0.00020245,0.00015138,0.000314
0.00025862,0.00016237,0.00038111
0.00027571,0.00015504,0.00041711
0.00021222,0.00012513,0.00028471
0.00019634,0.00022036,0.00029264
0.00019695,0.00017152,0.00028837
0.00023603,0.00027225,0.00034755
0.00025923,0.00015993,0.00034206
0.00011148,0.00013673,0.00033474
0.0001591,0.00014466,0.00028959
0.00019879,0.00024173,0.00020417
0.00017009,0.00021914,0.00024993
0.00021405,0.00014344,0.00026518
0.00022015,0.00016481,0.0002005
0.00025129,0.00023501,0.00023834
0.00020184,0.00022708,0.00030789
0.00022748,0.0001874,0.00024505
0.00022626,0.00016786,0.00029325
0.00022443,0.00022524,0.00028593
0.0002055,0.00019838,0.00030179
0.00028059,0.00015993,0.00030728
0.00017986,0.00023074,0.00025359
0.00023297,0.00021487,0.00029386
0.00020672,0.00022891,0.00025725
0.00026411,0.00018557,0.00038172
0.00022076,0.00023684,0.000242
0.0001762,0.00017458,0.00029142
0.00030563,0.00020754,0.00036159
0.00013346,0.00013429,0.00036891
0.0002458,0.000141,0.00028898
0.00013041,0.00018373,0.00031522
0.0002171,0.00023684,0.00020539
0.0001707,0.00024112,0.00036037
0.00016704,0.0002228,0.00025237
0.00020733,0.0001935,0.00031888
0.00018108,0.00014161,0.0003262
